xy_p xy_n yz_p yz_n zx_p zx_n
179 981 43 398 403 44 
9 812 184 386 431 226 
52 754 188 454 464 136 
230 784 86 440 425 83 
107 915 316 195 0 515 
346 283 0 889 265 265 
353 164 293 564 394 280 
266 588 329 207 131 527 
319 149 354 412 354 460 
319 81 339 478 424 407 
319 424 429 212 214 450 
353 145 411 368 344 427 
347 85 383 430 416 387 
282 516 506 195 202 347 
328 157 464 343 395 361 
338 95 419 410 436 350 
156 865 560 0 179 288 
358 162 393 291 559 285 
312 181 277 478 576 224 
882 0 393 181 186 406 
0 893 302 278 282 293 
74 826 310 281 323 234 
206 767 90 468 517 0 
302 702 0 518 520 6 
0 886 262 318 322 260 
123 825 0 557 543 0 
270 739 0 520 519 0 
42 850 245 336 287 288 
199 775 0 536 458 80 
283 735 0 515 515 0 
89 821 253 293 258 334 
281 688 0 541 414 124 
488 228 197 602 277 256 
646 380 427 67 0 528 
789 60 433 185 91 490 
847 0 429 168 176 428 
708 315 507 0 0 518 
860 0 486 104 96 502 
827 0 440 177 169 435 
701 338 524 0 32 453 
817 41 511 94 152 433 
834 0 462 164 163 425 
150 609 714 0 111 464 
798 96 363 151 273 367 
782 16 342 247 311 350 
679 0 486 179 177 527 
0 885 313 277 281 292 
58 961 220 304 362 143 
135 747 69 501 596 0 
154 554 216 446 467 211 
0 1030 164 358 331 165 
59 808 0 586 595 0 
132 628 153 491 501 143 
47 986 144 363 312 196 
117 755 0 605 518 53 
157 589 168 479 480 175 
58 912 209 327 217 325 
200 527 92 697 382 150 
316 18 487 360 351 516 
610 390 427 67 1 553 
617 63 459 224 158 527 
701 0 464 206 200 477 
691 327 510 3 5 512 
678 7 512 169 166 516 
661 1 506 187 175 518 
661 352 527 3 57 448 
652 50 518 155 205 468 
682 0 521 183 172 490 
108 625 724 0 111 480 
641 80 411 198 265 453 
613 4 519 232 238 442 
340 39 472 269 418 510 
0 1046 526 0 0 476 
10 1190 268 29 415 136 
31 1072 151 143 651 0 
143 246 179 455 700 325 
5 1265 215 40 355 168 
26 1041 62 298 621 0 
44 909 20 305 623 147 
6 1225 151 37 428 201 
21 950 0 295 720 62 
35 835 66 287 691 134 
7 1260 144 49 312 276 
37 1004 0 262 603 142 
114 171 258 363 782 360 
298 661 379 20 109 581 
323 187 450 223 274 591 
333 140 442 238 369 526 
306 387 579 15 131 630 
315 46 593 191 251 652 
359 45 500 232 372 540 
320 420 660 18 34 596 
386 55 701 184 122 600 
380 54 575 245 274 520 
295 597 563 4 188 401 
337 213 598 159 269 472 
350 116 535 238 331 478 
740 60 413 220 209 406 
114 633 380 340 197 384 
185 821 190 340 512 0 
373 757 168 360 390 0 
515 21 284 380 433 415 
0 1012 0 460 576 0 
237 900 0 474 437 0 
523 55 291 375 425 379 
19 996 0 506 512 15 
251 873 0 486 438 0 
501 62 316 368 408 393 
124 813 0 546 341 224 
449 700 33 385 292 189 
481 21 368 367 389 422 
962 91 364 92 0 539 
737 63 425 209 191 423 
733 0 351 258 304 402 
1104 0 482 0 0 462 
760 0 435 185 197 471 
749 0 328 243 280 448 
1038 1 487 0 12 510 
750 0 368 199 217 514 
752 0 313 255 290 438 
800 127 742 0 129 250 
747 97 463 202 268 271 
524 0 304 364 398 458 
158 139 407 672 305 367 
0 927 574 4 4 539 
10 1239 211 355 109 124 
16 1172 75 564 221 0 
66 902 111 620 305 44 
0 1296 119 414 96 123 
6 1192 19 638 193 0 
60 965 1 704 318 0 
33 1257 122 384 92 160 
50 1173 0 604 163 58 
88 963 3 652 309 33 
78 1028 204 384 16 338 
107 1085 0 610 68 178 
154 504 270 711 308 101 
133 698 416 203 81 517 
146 515 388 375 98 526 
154 455 316 482 263 378 
130 579 480 279 74 506 
147 483 502 332 87 497 
159 435 360 503 247 344 
116 585 519 335 75 418 
124 461 558 403 104 398 
139 446 385 526 249 303 
128 819 649 2 37 413 
144 494 421 519 131 339 
127 500 355 516 278 272 
396 313 309 375 340 315 
66 872 279 310 323 198 
98 875 273 331 391 80 
240 745 93 454 516 0 
407 39 408 392 518 284 
0 983 141 399 419 106 
128 831 0 537 552 0 
278 597 196 428 414 135 
0 978 108 399 396 167 
135 823 0 557 533 0 
275 603 208 418 417 127 
89 879 98 375 330 277 
236 752 0 529 441 90 
494 35 474 445 309 291 
307 282 421 81 281 676 
356 226 361 355 370 380 
341 348 315 413 417 214 
253 319 467 199 234 576 
351 199 432 318 339 409 
363 322 339 394 411 219 
245 299 548 219 240 497 
338 207 444 324 358 377 
341 326 342 406 409 224 
278 271 642 325 213 319 
323 238 423 388 408 268 
309 363 311 430 421 214 
668 168 290 241 292 389 
0 851 354 163 168 512 
0 876 151 409 430 182 
20 1041 0 425 562 0 
104 805 0 510 629 0 
33 925 118 397 396 179 
42 959 0 462 537 48 
84 967 0 480 491 26 
58 898 111 396 400 185 
62 950 0 476 481 79 
94 936 0 485 471 62 
34 830 132 436 399 217 
64 985 0 540 425 34 
111 886 0 546 470 35 
569 596 253 89 19 522 
735 122 341 189 87 574 
663 89 312 255 252 477 
666 478 332 0 81 491 
763 92 408 84 147 554 
673 80 341 212 271 471 
646 492 371 0 96 443 
749 106 427 54 183 529 
647 77 356 209 301 458 
486 667 369 0 192 334 
677 173 403 51 287 457 
621 132 341 205 332 417 
124 341 336 471 440 336 
17 642 474 283 182 450 
36 707 311 450 265 279 
93 615 218 478 644 0 
116 22 498 438 448 526 
34 727 206 509 415 157 
26 975 37 539 471 0 
109 155 393 507 489 395 
32 757 163 477 450 169 
33 983 12 504 489 27 
116 181 390 497 470 394 
29 655 244 332 516 272 
71 891 0 522 415 149 
119 19 524 451 448 487 
116 661 332 308 233 398 
124 380 325 459 402 358 
115 244 352 494 488 355 
156 842 209 293 317 231 
128 330 365 419 435 371 
133 331 345 448 435 356 
146 833 247 300 294 228 
134 340 359 428 419 368 
126 324 345 462 437 354 
125 659 376 242 314 332 
120 383 346 398 472 329 
128 341 357 443 447 332 
419 103 229 520 457 320 
31 947 293 213 346 218 
56 795 88 436 673 0 
282 229 154 561 676 146 
383 79 220 595 600 171 
0 877 157 429 423 162 
149 360 0 764 775 0 
395 75 226 594 594 164 
0 858 158 429 419 184 
160 356 0 777 755 0 
390 86 216 591 590 175 
56 751 0 699 433 109 
301 204 180 684 548 131 
436 84 235 557 542 194 
351 91 403 257 287 659 
412 101 236 524 441 334 
403 78 217 574 593 183 
381 42 541 248 260 576 
423 50 372 414 437 352 
396 69 218 597 601 167 
368 52 606 255 241 526 
411 60 384 415 452 326 
453 86 250 525 528 206 
377 108 703 306 188 366 
390 121 359 443 526 209 
391 79 207 601 597 173 
746 0 255 347 441 259 
0 923 559 0 0 566 
173 806 560 7 142 360 
215 821 215 283 514 0 
642 194 200 314 677 21 
0 944 296 261 274 273 
123 906 124 398 497 0 
325 618 0 542 563 0 
0 960 268 273 264 283 
0 1033 0 508 507 0 
334 621 0 544 549 0 
97 861 232 302 213 343 
186 833 0 493 345 191 
397 592 0 511 427 121 
179 763 382 134 0 590 
614 360 72 343 0 659 
877 115 255 343 234 224 
556 510 464 0 0 518 
816 90 502 85 0 555 
845 0 391 202 195 415 
650 480 466 0 0 452 
894 0 575 0 0 579 
852 0 402 189 193 412 
285 623 608 0 99 433 
740 126 531 0 126 525 
795 83 364 184 268 354 
914 0 337 221 216 360 
6 772 657 12 9 592 
138 819 387 180 328 196 
326 510 136 487 589 0 
736 56 309 282 351 314 
86 838 279 295 363 187 
216 658 92 487 595 0 
350 586 22 529 533 28 
0 889 228 342 346 243 
146 706 0 611 585 0 
307 589 3 557 588 4 
96 820 178 357 299 298 
233 638 0 579 493 105 
348 456 118 501 497 128 
274 629 373 131 0 641 
935 108 182 345 213 265 
881 35 366 240 189 337 
712 309 463 0 0 564 
889 1 421 147 137 453 
937 0 374 169 169 399 
803 248 517 0 0 480 
917 5 452 106 123 445 
906 0 404 165 175 398 
627 365 536 0 80 440 
817 66 441 138 214 372 
904 0 396 185 188 375 
394 143 323 429 441 318 
0 1364 318 0 104 262 
78 1057 236 262 384 31 
193 716 78 471 590 0 
363 0 233 538 586 328 
0 1124 0 461 463 0 
146 752 0 568 582 0 
270 35 121 717 749 156 
81 1068 0 444 323 132 
196 721 0 612 474 45 
390 0 279 608 567 204 
359 695 0 519 0 475 
502 265 10 641 443 187 
332 0 432 521 488 275 
749 300 274 128 11 586 
632 113 380 295 208 420 
564 0 419 403 380 282 
680 73 463 156 160 516 
690 7 458 217 218 458 
704 6 423 263 264 388 
346 470 471 166 240 355 
471 176 418 285 363 335 
748 3 298 311 328 360 
308 645 807 0 287 1 
491 185 294 451 458 169 
320 20 282 497 527 402 
651 14 405 378 264 336 
0 865 634 15 17 517 
183 663 334 36 498 334 
355 397 191 323 782 0 
455 21 427 337 360 448 
86 769 299 282 355 257 
205 625 15 549 654 0 
287 413 148 521 536 143 
0 742 310 362 353 281 
138 625 0 649 636 0 
273 461 123 539 537 115 
105 799 268 385 274 217 
219 568 0 621 523 117 
484 47 382 410 398 327 
486 482 100 291 0 689 
727 134 305 323 213 346 
395 0 524 343 329 457 
853 167 350 97 0 581 
711 81 405 223 148 480 
837 0 396 205 211 399 
793 94 589 0 0 572 
777 0 471 169 175 456 
814 0 429 190 195 420 
838 334 409 0 149 318 
713 107 428 150 267 383 
787 0 405 216 217 423 
168 592 449 338 0 501 
0 1038 506 0 0 504 
0 1099 579 0 0 370 
145 831 318 459 0 295 
122 666 332 487 0 441 
0 1294 180 467 0 107 
0 1389 74 585 0 0 
0 1209 138 643 0 58 
0 1389 102 458 0 99 
0 1462 0 586 0 0 
0 1356 29 663 0 0 
33 1226 114 460 0 215 
47 1286 2 582 0 131 
53 1229 83 606 0 77 
104 771 276 291 0 606 
231 528 0 679 0 610 
153 474 343 726 0 352 
89 792 314 317 0 536 
98 716 295 467 0 472 
134 729 279 496 0 410 
69 778 348 369 0 484 
103 704 351 452 0 438 
112 731 316 500 0 389 
81 735 363 455 0 414 
84 739 354 482 0 389 
103 767 302 526 0 350 
351 605 311 434 84 263 
0 1324 313 65 60 286 
20 1108 154 370 240 156 
72 1104 86 439 306 41 
164 815 180 467 263 159 
3 1090 133 419 238 165 
1 1146 3 566 332 0 
99 930 126 624 269 0 
141 965 103 493 44 302 
193 953 3 634 53 212 
100 1047 8 784 92 17 
196 881 103 490 16 362 
289 707 0 716 34 302 
516 411 21 613 59 428 
387 518 199 334 0 610 
471 470 289 318 0 500 
388 591 257 385 67 360 
371 424 303 270 71 609 
395 485 285 287 68 528 
402 519 254 376 83 414 
311 529 327 233 182 466 
329 576 285 242 195 421 
361 524 244 357 182 380 
326 545 352 262 221 342 
303 621 278 238 242 366 
316 630 248 267 241 346 
810 0 352 191 189 506 
0 981 214 331 307 215 
8 915 258 321 390 156 
38 799 136 496 579 0 
46 682 98 554 552 116 
0 980 182 362 354 170 
34 821 0 601 592 0 
44 837 0 596 571 0 
8 945 144 387 324 240 
41 846 0 604 500 57 
47 662 0 682 657 0 
13 957 193 457 116 312 
52 683 0 631 467 215 
106 55 375 459 489 564 
640 334 426 119 0 529 
601 103 465 223 108 548 
799 0 347 201 192 509 
726 264 532 0 0 526 
672 0 559 131 128 558 
700 0 473 158 161 556 
661 319 542 0 72 454 
624 68 587 118 200 451 
710 0 476 163 165 534 
329 488 728 0 160 343 
630 121 531 115 259 392 
814 0 358 218 200 458 
431 105 529 223 165 595 
85 612 597 42 212 500 
121 895 219 277 536 0 
285 359 388 266 461 289 
374 70 575 235 233 561 
54 946 116 431 483 18 
127 850 38 509 524 0 
251 359 351 365 382 340 
0 977 60 478 470 63 
80 873 0 544 550 1 
241 389 335 360 381 342 
74 946 0 470 417 141 
164 734 0 554 492 104 
319 196 469 308 290 466 
957 162 218 161 0 550 
649 85 468 188 133 525 
379 66 577 221 222 583 
833 67 467 70 1 610 
693 53 545 86 70 601 
430 52 594 201 201 570 
831 20 597 1 10 589 
708 66 569 67 74 564 
422 54 584 201 196 591 
768 80 643 0 76 481 
682 67 591 80 113 515 
427 58 573 195 200 595 
630 115 240 397 303 363 
62 1051 457 0 173 305 
174 868 245 0 761 0 
445 194 114 471 693 131 
584 1 322 434 432 275 
29 1057 38 422 502 0 
41 852 0 567 588 0 
552 1 313 457 451 274 
0 1090 0 480 478 0 
38 841 0 572 597 0 
554 0 314 455 452 273 
38 1052 0 520 398 40 
66 833 0 594 520 35 
573 3 317 432 435 288 
590 235 155 196 16 856 
649 116 252 384 278 369 
605 1 309 426 416 291 
729 117 440 148 98 516 
730 28 355 281 277 377 
648 4 314 388 410 284 
756 38 543 97 120 494 
729 41 402 259 269 348 
698 21 315 345 374 295 
708 112 527 77 178 446 
686 112 382 238 322 308 
641 11 321 374 412 289 
859 0 341 266 256 326 
0 891 578 16 0 563 
123 856 347 212 321 189 
257 749 183 364 495 0 
431 494 124 405 516 78 
0 1014 231 303 302 198 
34 995 0 527 492 0 
412 568 0 531 536 1 
26 974 190 342 272 244 
140 867 0 508 457 76 
372 599 3 539 535 0 
126 872 214 313 140 383 
336 699 0 602 142 269 
660 177 177 507 311 216 
327 535 439 117 0 630 
731 130 465 180 119 423 
821 51 324 284 202 366 
677 415 458 0 0 498 
839 0 467 149 131 462 
840 0 395 208 204 401 
666 426 526 0 0 430 
794 10 488 129 141 486 
823 0 378 212 218 417 
243 629 670 0 150 356 
742 238 553 44 298 173 
795 81 319 224 326 303 
813 0 397 234 225 379 
32 701 694 17 3 601 
144 746 367 223 341 227 
319 542 160 458 569 0 
574 28 337 314 437 358 
70 811 329 281 343 214 
221 604 79 522 622 0 
325 495 76 522 535 95 
48 828 265 304 287 316 
232 602 0 593 566 55 
368 501 76 525 522 56 
136 773 217 332 242 348 
296 588 0 600 412 152 
378 381 191 474 434 190 
378 521 404 122 0 623 
745 87 364 304 177 371 
824 0 421 244 211 348 
849 277 429 12 14 467 
780 0 476 160 151 481 
843 0 421 190 188 406 
882 256 454 16 16 424 
806 0 479 142 146 475 
860 0 410 182 187 409 
508 451 587 0 103 399 
718 72 409 163 261 425 
825 0 407 198 210 408 
527 205 361 320 190 445 
15 907 319 222 347 238 
27 863 164 359 635 0 
105 629 163 496 655 0 
273 0 452 443 430 450 
0 977 0 538 533 0 
52 630 0 661 705 0 
270 0 448 448 437 445 
19 913 0 602 411 103 
50 652 0 680 666 0 
277 0 449 447 439 436 
55 825 0 833 30 305 
169 470 56 687 323 343 
265 0 454 428 432 469 
606 213 432 182 0 615 
523 185 351 327 186 476 
278 0 474 421 406 469 
783 53 588 0 0 624 
592 74 477 214 210 481 
269 0 467 416 419 477 
653 196 585 0 133 481 
586 80 484 211 229 458 
273 0 477 402 411 485 
628 294 610 0 208 308 
499 210 453 197 331 358 
273 0 463 411 429 472 
68 462 298 555 360 305 
0 1326 259 151 86 226 
12 1220 257 258 142 159 
24 993 52 493 486 0 
31 471 276 543 488 239 
0 1246 226 251 144 181 
14 992 0 574 468 0 
28 608 193 597 482 140 
2 1261 201 261 103 220 
17 1015 0 600 405 11 
32 583 201 649 444 139 
4 1177 226 362 0 279 
41 799 0 686 313 209 
51 52 419 686 454 386 
67 796 331 315 111 428 
72 519 364 401 285 407 
69 472 297 553 346 311 
70 824 375 231 132 416 
72 441 408 398 313 416 
72 475 305 532 358 306 
64 853 460 212 152 307 
72 490 432 370 331 353 
78 497 325 477 364 307 
34 851 557 142 124 340 
67 496 388 442 385 270 
48 248 377 478 552 345 
827 20 384 200 136 481 
71 876 274 269 353 205 
117 919 109 378 525 0 
230 710 87 461 560 0 
704 89 351 278 285 341 
0 1023 0 492 533 0 
118 813 0 553 564 0 
658 97 339 297 307 350 
103 943 0 505 400 97 
156 798 0 564 530 0 
584 90 363 326 328 357 
366 655 0 596 72 359 
330 440 140 532 439 167 
829 60 335 237 243 344 
835 60 486 62 1 604 
792 38 425 178 135 480 
850 50 341 219 222 366 
890 11 558 6 16 567 
835 0 478 134 135 466 
843 45 379 197 211 373 
851 65 574 3 81 474 
832 10 472 134 157 443 
830 50 384 203 216 365 
580 344 620 0 327 177 
833 69 324 185 262 375 
821 52 372 212 229 362 
250 215 341 436 455 351 
0 999 526 0 0 523 
19 1072 325 189 259 184 
118 869 154 418 489 0 
147 590 22 454 611 224 
0 1131 255 208 239 215 
97 889 5 534 523 0 
166 673 21 529 642 17 
1 1139 184 233 224 267 
94 875 0 492 469 118 
134 687 0 644 548 35 
64 1009 181 304 61 429 
114 900 0 522 301 211 
288 78 508 514 366 294 
258 545 479 56 191 519 
288 229 381 309 348 493 
279 214 354 449 373 379 
207 514 499 156 171 501 
297 213 452 252 326 508 
287 200 388 392 400 381 
227 527 484 170 165 475 
294 222 508 327 257 440 
285 212 366 359 466 360 
18 944 714 0 0 372 
272 293 514 311 235 423 
262 185 384 377 477 363 
715 76 359 253 164 481 
42 955 264 263 334 190 
161 891 173 348 475 0 
250 710 91 438 559 0 
547 14 236 448 480 323 
0 1040 0 494 514 0 
175 740 0 568 565 0 
552 38 210 478 481 289 
26 981 0 530 380 131 
184 701 0 596 474 93 
581 15 217 463 461 311 
250 629 30 598 0 541 
452 217 135 524 328 392 
546 7 264 414 431 386 
849 129 385 125 0 560 
715 86 364 250 150 483 
856 3 257 266 270 396 
1019 0 542 0 0 487 
791 0 435 187 161 474 
853 2 268 266 264 395 
810 142 542 0 124 430 
742 50 427 169 245 415 
743 2 262 335 342 364 
545 477 591 0 435 0 
619 207 250 292 524 156 
536 6 276 413 431 386 
736 133 219 394 264 302 
134 990 433 0 217 274 
161 894 168 150 675 0 
440 251 160 446 706 45 
480 0 299 487 495 287 
98 953 95 367 535 0 
143 637 0 615 653 0 
510 0 275 497 506 260 
0 1049 0 497 502 0 
157 641 0 624 626 0 
489 0 254 525 511 269 
110 937 0 542 334 125 
207 646 0 627 483 85 
493 0 273 509 486 287 
625 287 246 281 0 609 
736 133 237 411 238 293 
513 0 302 460 467 306 
797 156 454 114 0 527 
862 0 329 247 235 375 
841 0 273 332 329 273 
900 69 549 1 0 529 
867 0 373 229 218 361 
844 0 271 332 327 274 
766 153 551 0 144 434 
768 117 368 211 318 266 
794 0 282 350 356 266 
846 41 382 208 164 407 
53 725 369 300 326 275 
82 841 306 285 323 211 
286 693 101 438 530 0 
566 205 260 356 361 300 
0 916 206 350 330 246 
196 787 0 509 556 0 
315 681 53 465 484 50 
0 910 254 344 315 225 
198 802 0 528 520 0 
322 680 48 482 468 48 
85 846 214 322 278 303 
281 714 0 512 447 94 
468 638 206 272 264 200 
729 280 131 142 0 766 
780 94 421 227 138 388 
828 46 395 203 198 378 
725 203 547 0 0 573 
856 0 447 141 135 469 
845 7 417 168 176 435 
727 198 584 0 0 539 
866 0 466 127 135 454 
848 4 437 160 159 440 
649 311 546 0 95 447 
767 85 427 141 206 422 
833 42 395 197 199 382 
63 689 306 687 1 302 
0 1079 565 0 0 404 
54 703 628 614 0 49 
75 683 419 420 0 451 
75 608 373 594 0 398 
0 1424 94 530 0 0 
0 1394 95 559 0 0 
83 599 409 521 0 436 
0 1481 0 567 0 0 
4 1401 31 612 0 0 
84 608 417 487 0 452 
12 1349 0 525 0 162 
41 1304 30 554 0 119 
80 632 395 505 0 436 
49 522 0 964 0 513 
61 681 322 684 0 300 
75 591 397 568 0 417 
26 742 391 426 0 463 
46 794 337 479 0 392 
75 563 375 630 0 405 
24 740 412 427 0 445 
43 785 362 480 0 378 
68 674 351 585 0 370 
19 793 422 403 0 411 
45 798 386 458 0 361 
66 576 360 654 0 392 
65 229 477 343 433 501 
0 1043 505 0 0 500 
9 1021 297 229 271 221 
24 960 145 354 565 0 
47 573 149 501 631 147 
0 1042 279 246 243 238 
0 1024 0 510 514 0 
8 705 0 629 706 0 
0 1016 224 253 251 304 
0 1026 0 513 509 0 
9 704 0 714 621 0 
7 1010 224 261 225 321 
26 952 0 575 349 146 
59 494 217 593 477 208 
13 1023 395 51 0 566 
48 707 332 360 316 285 
57 565 351 437 269 369 
56 646 368 305 297 376 
44 862 291 287 312 252 
46 781 286 341 290 304 
65 681 406 296 257 343 
54 777 267 390 278 282 
51 734 281 349 332 301 
16 1009 576 0 45 402 
47 652 238 497 279 335 
64 497 343 380 391 373 
532 0 326 428 434 328 
0 1040 502 0 0 506 
110 975 462 0 185 316 
189 838 226 142 653 0 
416 218 180 432 664 138 
0 1090 257 223 244 234 
99 940 109 366 534 0 
144 602 0 629 673 0 
0 1081 242 240 233 252 
0 1066 0 499 483 0 
157 595 0 659 637 0 
78 998 211 302 156 303 
144 874 0 584 305 141 
247 564 0 669 478 90 
136 859 356 159 0 538 
474 266 490 255 0 563 
678 116 337 352 237 328 
491 635 429 0 0 493 
782 121 464 116 1 564 
721 0 421 262 228 416 
602 581 453 0 0 412 
879 0 599 1 0 569 
743 0 413 238 234 420 
186 802 553 0 137 370 
730 153 550 0 151 464 
669 107 380 228 318 346 
451 201 337 382 162 515 
18 685 510 223 333 279 
17 767 368 383 513 0 
42 544 466 372 528 96 
48 18 582 436 404 560 
10 864 248 335 517 74 
27 636 185 504 696 0 
53 36 573 441 417 528 
14 873 62 526 320 253 
37 632 0 675 487 217 
47 38 555 450 404 554 
25 698 19 447 409 450 
40 433 173 561 292 549 
52 17 606 432 389 552 
480 314 353 248 0 653 
442 212 340 378 158 518 
516 0 481 315 292 444 
534 259 442 173 0 640 
565 20 450 268 201 544 
599 0 471 269 256 453 
511 258 631 0 228 420 
482 154 535 175 359 343 
591 0 472 278 256 451 
506 315 641 0 253 333 
458 183 517 172 381 337 
392 0 524 336 311 485 
413 101 547 232 234 521 
0 541 683 74 68 682 
50 746 396 232 304 320 
72 937 179 364 496 0 
309 591 202 408 449 89 
3 805 311 300 324 305 
31 994 48 455 512 8 
191 837 2 485 533 0 
5 800 304 320 308 311 
28 966 11 519 470 54 
188 796 0 529 516 19 
47 745 313 305 242 396 
78 929 0 494 360 187 
306 575 111 456 403 197 
146 480 583 97 0 742 
701 145 495 68 1 638 
692 62 469 144 115 566 
661 311 501 19 8 548 
769 113 524 43 17 582 
680 93 514 119 113 529 
638 296 569 7 27 511 
788 102 578 20 32 528 
680 105 528 100 124 511 
145 480 751 0 92 580 
677 166 637 0 67 501 
678 75 558 119 156 462 
124 158 300 562 574 330 
0 982 553 0 0 513 
40 1126 239 179 345 119 
86 651 139 487 685 0 
151 0 414 513 534 436 
30 1216 95 264 376 67 
36 793 35 530 654 0 
74 617 114 565 563 115 
0 1285 77 308 305 73 
15 758 0 635 640 0 
68 639 85 577 589 90 
33 1187 58 371 268 131 
53 746 0 686 501 62 
102 236 234 646 603 227 
78 801 359 240 43 527 
141 250 294 522 466 375 
132 158 300 575 583 300 
133 617 322 321 251 404 
187 279 343 478 342 419 
146 154 314 560 550 324 
133 592 405 261 265 392 
195 180 436 399 430 408 
152 154 321 549 553 319 
117 600 428 245 330 328 
153 286 399 389 528 293 
149 164 334 548 552 301 
143 225 350 494 467 369 
0 1054 261 247 241 245 
29 978 262 262 319 198 
64 720 58 559 647 0 
107 499 151 567 549 175 
0 1017 236 289 277 229 
25 740 0 646 637 0 
88 606 87 600 575 92 
